label	text_a
1	" huge amt of fake chinese asylum & against usa we are being trojan horsed on borders otm  "" other than mexicans "" "" """
1	both cucks & sjws attack white symbols & history  spit on white identity and demand #whitegenocide . no meaningful difference .
0	i am a white male and i say white privilege does exist . your move  brad .
1	zog and its agents have , through their jungles of destructive regulations & inefficiencies , cheated us all of our nation's wealth & resource
0	i admire the optimism of people that get into an argument wi
1	#neverforget israel & jewish criminals did 9/11 to justify endless war & tyranny . google israel did 9/11 - i dare u
0	a warning to your fellow #antifa resistors .
0	erick  ask doctor for amputation . make sure they cut off both arms .
1	they should start giving them a mandatory 10 years hard labor . then see how many wet backs wanna enter our country .
1	" rt  "" i only care about freedom "" "" "" name one white area that kept western freedom after whites lost control . "" "" "" blocked  you racist . "" "" #cuckservative """
0	mars orbiter engine test-fired successfully . spacecraft will enter mars orbit on wednesday--a proud day for india & isro
0	i don't need a map to show me what an embarrassment you are to your ancestors and culture .
0	fdr was a wealthy new yorker . he won the entire south in a landslide four times . he ended a half decades of gop rule
0	except neither of them ever exterminated white people .
0	i think getting rid of milo was a good thing-he was
1	where are the calls to cut immigration?! take us back to 200-250 , 000 annually!
0	don't upset the white kids
2	jews are pathetic tragic people ~ trump's practicing-jew inlaw and grandchildren don't make them feel safe in us
0	how about banned guns . endangering public safety . a white man murdered 50 white people in las vegas .
1	you forgot to mention that you oppose and aborr radical islam . get the f*ck out and go home before we throw you out!
0	retweeted tina is catholic ( ) : mt : defund planned parenthood is ...
0	alt lite has less calories but they taste the same .
2	that's a anti white agenda perpetrated by the jews
0	i saw him reach in his waistband . pretty sure the cop feared for his life
0	its a white guy
0	" but remember the  "" white supreeeemists "" "" were terrorists . miss america contestants even said so ! """
1	hire more border guards . turn them back!
0	i don't care about charlottesville  the kkk  or white supremacy via
1	What's the difference between Batman and a black man? Batman can go out at might without robin .
0	assuming a low median iq  large population size would still yield an elite .
1	what you see today is close to their natural state . if you want to change it you will have to support white cultural hegemony .
0	everyone sign the petition to force a white house response to this hate crime : 
1	zuckerberg is an open borders zealot and only cares about cheap labor to enrich himself .
1	now it is full of jew and government infiltrators .
0	looks like and antifa have a lot in common !
1	santa claus is white and belongs to white people ! #nationalsocialism #nationalism
0	lol  guess this means conservatism is inviting 12 million more democrat voters into the country
0	build a wall around the morons who think trump is doing a job ... love people who can't critically think
0	i am white  would i be saved in your world ?
0	remember your ancestors thought one southern boy could whip 10 yankees ... found out that was horribly false .
0	see  this is what i don't understand about you people . i'm white and you're white but i
0	if the american revolution had failed  the crown would have eventually done to the south  what the yankees did to it .
1	aah ! everyones a white supremacist ! !
0	#littlemarco poised to head into tuesday with tremendous momentum from puerto rico  us virgin islands  guam and dc
1	nah not really i once let a black kid beat me in cod just so he'd feel better about himself
0	today is national horse protection day ! please sign and share our petition -->
0	dow jones off more than 500 . good .
0	 : rt : < < this is the video that will remove obama . please  retweet this all day ! ! #ows
0	whenever our fellow white citizens see white people publicly standing up for our race it is good !
2	one jew is too many #withjewswelose
0	the stormans defended #unborn babies . will you defend the stormans ? find out how you can help today ! ! #prolife
